"year","LS0A11CD","LS0A11NM","c1","c2","c3","c4","c5","c0","male","female","unknowsex","avgage","PNT_COUNT","PERCENTAGE","FREQUENCY","SUM_Field15","total_incidents"
"2019","E01002108","Harrow 008B","4","19","9","2","1","0","14","20","1","55","2","0.001701606","3","20","35"
"2019","E01002109","Harrow 008C","4","13","10","1","NULL","0","9","21","0","50","4","0.003403213","4","20","31"
"2019","E01002110","Harrow 008D","7","26","3","7","NULL","1","24","18","2","59","1","0.000850803","4","17","44"
"2019","E01002111","Harrow 008E","3","35","12","3","1","0","35","18","1","48","1","0.000850803","4","26","54"
"2019","E01002112","Harrow 001A","6","43","19","1","NULL","3","25","50","1","56","11","0.009358835","3","30","76"
"2019","E01002113","Harrow 002A","4","32","21","1","10","0","47","21","0","48","4","0.003403213","3","22","68"
"2019","E01002114","Harrow 001B","9","61","15","1","4","4","35","55","4","58","3","0.002552409","4","30","94"
"2019","E01002115","Harrow 002B","3","19","5","1","3","1","13","18","1","54","2","0.001701606","3","11","32"
"2019","E01002116","Harrow 002C","3","28","7","NULL","1","0","19","23","0","58","2","0.001701606","4","14","42"
"2019","E01002117","Harrow 002D","7","47","18","2","1","0","31","42","2","49","1","0.000850803","4","21","75"
"2019","E01002118","Harrow 002E","8","51","22","3","NULL","2","49","37","3","62","4","0.003403213","3","16","89"
"2019","E01002119","Harrow 007A","9","50","23","2","10","2","39","53","4","38","9","0.007657228","4","51","96"
"2019","E01002120","Harrow 007B","9","32","7","2","NULL","0","24","30","1","50","1","0.000850803","4","14","55"
"2019","E01002121","Harrow 007C","2","17","7","1","NULL","1","18","10","0","51","1","0.000850803","4","14","28"
"2019","E01002122","Harrow 007D","4","32","8","3","3","0","23","27","0","60","5","0.004254016","3","31","50"
"2019","E01002123","Harrow 007E","4","31","10","1","NULL","1","19","28","4","54","1","0.000850803","3","22","51"
"2019","E01002124","Harrow 010A","2","11","8","NULL","23",,"12","10","0","48","1","0.000850803","3","8",
"2019","E01002125","Harrow 010B","5","32","12","2","5","1","32","25","0","52","1","0.000850803","4","27","57"
"2019","E01002126","Harrow 023A","17","112","52","4","14","5","82","116","6","48","1","0.000850803","4","21","204"
"2019","E01002127","Harrow 023B","36","16","2","NULL","2","0","27","30","1","56","9","0.007657228","4","20","61"
"2019","E01002128","Harrow 020A","6","42","12","2","6","1","36","32","1","41","6","0.005104819","4","11","69"
"2019","E01002129","Harrow 023C","22","91","34","2","NULL","NULL","76","80","7","41","10","0.008508032","4","27","163"
"2019","E01002130","Harrow 020B","18","72","38","2","21","0","86","62","3","40","2","0.001701606","4","57","151"
"2019","E01002131","Harrow 023D","15","41","17","2","NULL","4","40","37","3","53","1","0.000850803","4","14","82"
"2019","E01002132","Harrow 029A","9","29","10","1","8","1","30","27","1","38","2","0.001701606","4","18","58"
"2019","E01002133","Harrow 027A","11","52","17","6","NULL","3","41","53","2","51","7","0.005955622","4","15","97"
"2019","E01002134","Harrow 029B","1","28","12","6","2","0","23","24","2","47","1","0.000850803","4","20","49"
"2019","E01002135","Harrow 029C","4","45","13","4","6","4","27","45","1","63","3","0.002552409","4","16","76"
"2019","E01002136","Harrow 027B","4","24","10","1","9","0","23","21","2","36","1","0.000850803","4","17","48"
"2019","E01002137","Harrow 029D","2","18","4","2","2","0","18","9","0","65","3","0.002552409","3","5","28"
"2019","E01002138","Harrow 027C","3","12","7","1","NULL","0","11","14","0","44","2","0.001701606","4","15","25"
"2019","E01002139","Harrow 006A","3","31","7","7","3","5","21","32","3","58","5","0.004254016","4","9","56"
"2019","E01002140","Harrow 005A","2","22","12","2","1","0","19","20","0","56","1","0.000850803","4","18","39"
"2019","E01002141","Harrow 005B","5","40","15","2","NULL","3","36","31","1","60","10","0.008508032","4","19","68"
"2019","E01002142","Harrow 005C","26","10","3","NULL","1","0","24","18","0","57","6","0.005104819","4","9","43"
"2019","E01002143","Harrow 005D","2","17","11","2","NULL","1","21","15","0","55","6","0.005104819","4","8","37"
"2019","E01002144","Harrow 004A","3","32","15","2","3","4","32","25","1","65","2","0.001701606","4","12","59"
"2019","E01002145","Harrow 005E","7","58","22","11","NULL","22","59","63","3","64","6","0.005104819","4","20","125"
"2019","E01002146","Harrow 004B","1","15","7","1","2","0","10","16","0","77","2","0.001701606","4","6","26"
"2019","E01002147","Harrow 004C","3","20","13","2","NULL","1","5","32","4","54","1","0.000850803","4","13","41"
"2019","E01002148","Harrow 006B","4","21","5","2","NULL","2","20","14","2","65","13","0.011060441","3","11","36"
"2019","E01002149","Harrow 004D","1","16","4","3","NULL","1","8","17","0","74","1","0.000850803","4","21","25"
"2019","E01002150","Harrow 006C","4","63","23","3","NULL","2","42","54","2","58","18","0.015314457","4","25","98"
"2019","E01002151","Harrow 006D","5","49","9","1","5","6","30","40","4","55","4","0.003403213","4","15","75"
"2019","E01002152","Harrow 006E","2","34","17","4","1","0","23","32","3","68","1","0.000850803","3","15","58"
"2019","E01002153","Harrow 019A","4","24","13","2","NULL","2","24","23","0","66","2","0.001701606","4","17","47"
"2019","E01002154","Harrow 015A","5","43","16","2","5","1","28","43","1","57","1","0.000850803","4","22","72"
"2019","E01002155","Harrow 019B","3","21","10","1","NULL","0","21","15","0","73","3","0.002552409","3","17","36"
"2019","E01002156","Harrow 015B","3","20","7","1","NULL","2","21","13","0","64","4","0.003403213","4","11","35"
"2019","E01002157","Harrow 019C","2","25","13","NULL","2","0","23","18","3","53","1","0.000850803","4","24","45"
"2019","E01002158","Harrow 019D","3","16","2","21",,,"11","9","1","51","2","0.001701606","3","8",
"2019","E01002159","Harrow 021A","3","21","9","2","6","2","21","20","1","60","1","0.000850803","4","27","43"
"2019","E01002160","Harrow 021B","6","27","10","2","NULL","1","25","22","2","41","2","0.001701606","4","37","50"
"2019","E01002161","Harrow 021C","3","27","18","3","51",,"22","28","0","47","4","0.003403213","4","23",
"2019","E01002162","Harrow 015C","3","23","6","NULL","34",,"5","29","0","48","4","0.003403213","3","20",
"2019","E01002163","Harrow 015D","3","18","6","2","NULL","0","14","15","0","63","2","0.001701606","4","24","29"
"2019","E01002164","Harrow 021D","2","20","12","3","NULL","3","14","27","0","58","8","0.006806425","3","19","41"
"2019","E01002165","Harrow 017A","7","32","22","1","4","0","28","37","0","49","2","0.001701606","3","13","66"
"2019","E01002166","Harrow 017B","1","21","6","2","NULL","1","13","22","0","64","9","0.007657228","3","9","35"
"2019","E01002167","Harrow 017C","2","21","11","NULL","4","0","19","15","2","60","21","0.017866866","3","8","38"
"2019","E01002168","Harrow 017D","4","19","7","NULL","5","4","12","24","2","58","1","0.000850803","4","10","39"
"2019","E01002169","Harrow 017E","5","32","9","1","NULL","1","22","28","2","55","4","0.003403213","4","15","52"
"2019","E01002170","Harrow 033A","1","15","4","NULL","22",,"11","11","0","40","7","0.005955622","3","13",
"2019","E01002171","Harrow 033B","6","25","11","4","3","1","19","27","3","72","8","0.006806425","4","11","50"
"2019","E01002172","Harrow 033C","2","30","10","3","7","0","21","31","0","58","2","0.001701606","4","15","52"
"2019","E01002173","Harrow 033D","23","10","2","NULL","41",,"14","25","0","60","3","0.002552409","3","20",
"2019","E01002174","Harrow 033E","9","25","8","1","NULL","2","22","25","1","58","8","0.006806425","3","9","48"
"2019","E01002175","Harrow 033F","4","27","15","3","NULL","1","29","22","3","53","5","0.004254016","3","10","54"
"2019","E01002176","Harrow 033G","8","23","8","2","NULL","2","23","27","0","60","1","0.000850803","4","32","50"
"2019","E01002177","Harrow 033H","2","17","5","3","NULL","0","17","14","1","50","3","0.002552409","4","11","32"
"2019","E01002178","Harrow 033I","3","11","8","NULL","2","0","13","11","0","60","8","0.006806425","3","17","24"
"2019","E01002179","Harrow 013A","3","53","23","2","11","7","52","43","4","51","7","0.005955622","4","32","99"
"2019","E01002180","Harrow 013B","11","63","34","3","12","2","52","72","1","52","2","0.001701606","4","24","125"
"2019","E01002181","Harrow 020C","5","24","8","5","NULL","1","18","26","2","50","4","0.003403213","4","18","47"
"2019","E01002182","Harrow 020D","1","29","6","3","NULL","1","26","17","0","57","3","0.002552409","4","24","43"
"2019","E01002183","Harrow 013C","9","26","9","3","NULL","2","27","25","0","57","5","0.004254016","4","17","53"
"2019","E01002184","Harrow 013D","2","48","16","NULL","3","0","47","24","2","47","9","0.007657228","4","15","73"
"2019","E01002185","Harrow 009A","8","26","8","1","NULL","0","20","23","1","54","1","0.000850803","4","23","46"
"2019","E01002186","Harrow 009B","3","29","12","1","5","1","21","28","1","58","3","0.002552409","4","20","51"
"2019","E01002187","Harrow 009C","7","32","15","6","NULL","1","24","39","2","59","3","0.002552409","4","21","65"
"2019","E01002188","Harrow 016A","3","27","7","3","NULL","4","24","18","2","70","7","0.005955622","4","12","44"
"2019","E01002189","Harrow 016B","9","80","16","2","4","9","46","66","8","45","1","0.000850803","4","19","120"
"2019","E01002190","Harrow 009D","5","25","7","2","NULL","1","22","17","2","62","1","0.000850803","3","33","41"
"2019","E01002191","Harrow 022A","2","20","9","NULL","34",,"12","22","0","47","4","0.003403213","4","10",
"2019","E01002192","Harrow 016C","5","28","18","3","5","2","28","31","2","60","1","0.000850803","4","15","61"
"2019","E01002193","Harrow 016D","5","27","9","7","1","0","23","26","0","54","2","0.001701606","3","9","49"
"2019","E01002194","Harrow 022B","3","30","7","3","3","NULL","21","21","3","67","10","0.008508032","4","17","46"
"2019","E01002195","Harrow 022C","4","32","4","1","NULL","1","18","24","1","56","8","0.006806425","3","11","43"
"2019","E01002196","Harrow 022D","3","17","8","3","1","0","14","17","1","49","3","0.002552409","3","14","32"
"2019","E01002197","Harrow 012B","3","21","7","3","NULL","3","17","22","0","58","1","0.000850803","3","9","39"
"2019","E01002198","Harrow 010C","2","23","6","3","34",,"14","20","0","47","1","0.000850803","4","16",
"2019","E01002199","Harrow 012C","3","22","5","NULL","NULL","2","18","16","0","56","1","0.000850803","3","10","34"
"2019","E01002200","Harrow 010D","6","23","8","1","NULL","1","27","15","0","54","8","0.006806425","4","17","42"
"2019","E01002201","Harrow 012D","3","25","5","1","NULL","0","19","17","0","65","2","0.001701606","3","14","36"
"2019","E01002202","Harrow 012E","7","22","12","1","6","0","13","34","0","48","1","0.000850803","4","22","48"
"2019","E01002203","Harrow 010E","3","29","11","NULL","3","0","17","28","1","56","18","0.015314457","3","12","46"
"2019","E01002204","Harrow 032A","5","26","20","1","NULL","NULL","36","20","1","42","7","0.005955622","4","15","57"
"2019","E01002206","Harrow 032B","1","18","6","NULL","29",,"14","15","0","54","2","0.001701606","4","16",
"2019","E01002207","Harrow 032C","3","30","5","2","4","0","26","18","0","55","4","0.003403213","3","9","44"
"2019","E01002208","Harrow 025A","18","4","1","23",,,"7","16","0","66","5","0.004254016","3","14",
"2019","E01002209","Harrow 025B","9","17","11","NULL","1","0","28","14","0","48","6","0.005104819","4","14","42"
"2019","E01002210","Harrow 032D","3","73","23","11","25","1","116","18","1","68","2","0.001701606","3","8","136"
"2019","E01002211","Harrow 028A","7","38","20","2","NULL","2","42","26","2","49","6","0.005104819","4","5","70"
"2019","E01002212","Harrow 028B","8","75","21","NULL","NULL","3","52","56","4","44","2","0.001701606","4","19","112"
"2019","E01002213","Harrow 027D","8","76","33","4","NULL","3","64","68","1","51","24","0.020419276","4","26","134"
"2019","E01002214","Harrow 031A","4","19","10","NULL","6","1","16","22","0","48","4","0.003403213","4","17","40"
"2019","E01002215","Harrow 031B","10","33","12","NULL","NULL","3","29","33","0","46","2","0.001701606","4","8","62"
"2019","E01002216","Harrow 028C","5","24","10","2","NULL","1","17","25","0","44","6","0.005104819","3","10","43"
"2019","E01002217","Harrow 028D","4","38","12","2","4","1","30","30","0","46","4","0.003403213","4","9","61"
"2019","E01002218","Harrow 030A","2","28","10","1","NULL","0","15","26","1","54","8","0.006806425","4","16","42"
"2019","E01002219","Harrow 030B","7","40","18","2","NULL","1","38","28","3","41","13","0.011060441","3","14","71"
"2019","E01002220","Harrow 031C","2","23","11","3","NULL","3","14","28","0","59","4","0.003403213","3","16","42"
"2019","E01002221","Harrow 030C","4","23","6","4","NULL","1","13","25","1","56","20","0.017016063","3","12","42"
"2019","E01002222","Harrow 030D","3","20","7","NULL","32",,"18","13","0","56","5","0.004254016","4","23",
"2019","E01002223","Harrow 031D","3","24","5","3","2","4","25","15","0","58","5","0.004254016","4","16","41"
"2019","E01002224","Harrow 031E","4","40","12","5","61",,"33","28","0","55","2","0.001701606","4","11",
"2019","E01002225","Harrow 001C","3","42","16","8","6","4","24","51","4","71","3","0.002552409","4","8","79"
"2019","E01002226","Harrow 001D","7","60","21","3","11","0","43","55","2","60","11","0.009358835","4","39","102"
"2019","E01002227","Harrow 003A","8","49","29","11","NULL","3","47","63","0","56","7","0.005955622","4","12","110"
"2019","E01002228","Harrow 003B","1","31","6","3","NULL","1","21","24","0","58","2","0.001701606","4","15","45"
"2019","E01002229","Harrow 003C","7","22","14","5","2","0","20","29","1","48","2","0.001701606","4","15","50"
"2019","E01002230","Harrow 003D","4","18","7","1","3","3","15","19","2","51","7","0.005955622","4","12","36"
"2019","E01002231","Harrow 013E","7","23","15","2","NULL","3","22","31","0","59","2","0.001701606","4","18","53"
"2019","E01002232","Harrow 011A","14","86","29","13","8","9","83","67","9","63","3","0.002552409","3","21","159"
"2019","E01002233","Harrow 011B","6","52","24","NULL","3","0","53","35","1","44","4","0.003403213","4","30","89"
"2019","E01002234","Harrow 011C","6","45","13","3","5","1","21","51","1","47","2","0.001701606","4","18","73"
"2019","E01002235","Harrow 011D","4","44","17","3","2","0","23","44","3","51","1","0.000850803","4","23","70"
"2019","E01002236","Harrow 011E","2","39","8","2","5","2","22","34","1","44","7","0.005955622","4","25","58"
"2019","E01002237","Harrow 024A","4","20","7","NULL","NULL","0","15","17","0","53","1","0.000850803","4","12","33"
"2019","E01002238","Harrow 024B","27","14","NULL","3","44",,"20","24","0","49","5","0.004254016","4","24",
"2019","E01002239","Harrow 025C","6","33","14","1","NULL","1","23","35","1","59","2","0.001701606","4","20","59"
"2019","E01002240","Harrow 024C","4","33","15","3","NULL","1","22","34","1","55","33","0.028076504","4","14","57"
"2019","E01002241","Harrow 025D","4","45","14","1","4","0","26","40","2","42","4","0.003403213","4","16","68"
"2019","E01002242","Harrow 024D","3","40","14","2","NULL","0","23","38","1","50","3","0.002552409","4","19","62"
"2019","E01002243","Havering 013A","11","59","14","1","13","1","37","60","1","51","4","0.003403213","4","15","99"
"2019","E01002244","Havering 011A","3","26","12","NULL","41",,"24","17","0","47","3","0.002552409","4","10",
"2019","E01002245","Havering 011B","7","55","60","9","31","0","43","118","1","68","3","0.002552409","3","19","162"
"2019","E01002246","Havering 017A","4","52","15","3","9","3","39","42","4","63","9","0.007657228","4","18","86"
"2019","E01002247","Havering 017B","10","92","33","3","8","3","39","105","5","64","7","0.005955622","4","25","149"
"2019","E01002248","Havering 017C","9","118","21","10","7","18","91","79","13","38","6","0.005104819","4","32","183"
"2019","E01002249","Havering 017D","10","52","15","1","NULL","0","36","47","2","44","7","0.005955622","4","21","85"
"2019","E01002250","Havering 017E","4","38","10","1","NULL","NULL","27","33","0","48","3","0.002552409","4","27","60"
"2019","E01002251","Havering 017F","6","25","15","4","NULL","0","19","34","1","55","3","0.002552409","3","8","54"
"2019","E01002252","Havering 018A","3","29","20","3","3","2","24","34","2","62","19","0.01616526","4","11","60"
"2019","E01002253","Havering 019A","5","19","7","3","NULL","1","15","22","0","75","8","0.006806425","3","9","37"
"2019","E01002254","Havering 019B","6","26","6","NULL","1","0","20","18","1","67","2","0.001701606","3","3","39"
"2019","E01002255","Havering 022A","4","25","6","1","NULL","0","20","20","0","64","15","0.012762047","4","9","41"
"2019","E01002256","Havering 018B","3","21","9","4","NULL","2","13","26","2","72","2","0.001701606","4","5","41"
"2019","E01002257","Havering 019C","3","42","10","3","2","0","28","31","1","69","5","0.004254016","4","13","60"
"2019","E01002258","Havering 018C","6","33","12","5","NULL","2","20","37","2","64","1","0.000850803","4","4","59"
"2019","E01002259","Havering 018D","4","26","14","2","NULL","2","14","31","3","61","8","0.006806425","4","1","48"
"2019","E01002260","Havering 026A","2","45","12","2","NULL","NULL","25","39","0","54","10","0.008508032","4","12","64"
"2019","E01002261","Havering 026B","5","28","11","1","6","1","18","32","1","58","1","0.000850803","4","10","52"
"2019","E01002262","Havering 026C","5","40","8","2","NULL","1","33","27","1","55","3","0.002552409","3","13","61"
"2019","E01002263","Havering 026D","2","31","6","NULL","40",,"14","26","0","52","2","0.001701606","3","5",
"2019","E01002264","Havering 026E","5","40","15","4","NULL","1","34","32","1","61","13","0.011060441","4","10","67"
"2019","E01002265","Havering 025A","2","22","7","1","NULL","0","15","17","0","59","11","0.009358835","3","8","33"
"2019","E01002266","Havering 027A","4","41","9","3","4","0","27","34","0","62","5","0.004254016","4","9","61"
"2019","E01002267","Havering 027B","3","51","14","8","4","1","37","42","1","66","7","0.005955622","4","9","81"
"2019","E01002268","Havering 010A","6","21","6","2","3","1","19","20","0","68","4","0.003403213","3","11","39"
"2019","E01002269","Havering 010B","4","23","10","1","NULL","1","14","25","0","59","2","0.001701606","4","8","39"
"2019","E01002270","Havering 015A","3","29","11","1","NULL","0","18","26","1","68","3","0.002552409","4","10","45"
"2019","E01002271","Havering 015B","5","28","6","1","NULL","1","22","19","1","62","2","0.001701606","3","7","43"
"2019","E01002272","Havering 014A","27","4","1","NULL","1","0","16","19","1","61","1","0.000850803","4","19","37"
"2019","E01002273","Havering 015C","6","23","5","NULL","36",,"15","20","0","58","4","0.003403213","4","7",
"2019","E01002274","Havering 014B","2","28","5","2","NULL","NULL","14","24","0","68","2","0.001701606","4","16","38"
"2019","E01002275","Havering 015D","4","22","9","NULL","4","2","26","14","0","56","13","0.011060441","4","11","41"
"2019","E01002276","Havering 001A","3","56","22","5","9","2","34","62","1","67","9","0.007657228","4","22","97"
"2019","E01002277","Havering 002A","5","36","15","1","2","0","22","32","4","45","5","0.004254016","4","14","59"
"2019","E01002278","Havering 001B","5","50","13","4","NULL","0","39","35","0","64","3","0.002552409","4","13","74"
"2019","E01002279","Havering 002B","7","45","17","1","NULL","0","32","37","3","45","3","0.002552409","4","12","73"
"2019","E01002280","Havering 004A","9","39","15","1","6","1","27","42","1","46","2","0.001701606","4","11","71"
"2019","E01002281","Havering 002C","12","64","17","2","5","2","47","53","2","43","2","0.001701606","4","30","102"
"2019","E01002282","Havering 004B","6","44","26","1","7","0","33","50","1","44","9","0.007657228","4","32","84"
"2019","E01002283","Havering 002D","7","57","15","7","9","1","44","50","2","66","2","0.001701606","4","19","96"
"2019","E01002284","Havering 004C","8","51","14","5","2","3","35","46","2","60","3","0.002552409","4","25","83"
"2019","E01002285","Havering 025B","7","37","14","5","NULL","3","31","38","1","79","2","0.001701606","3","2","71"
"2019","E01002286","Havering 025C","23","2","3","NULL","28",,"14","14","0","62","2","0.001701606","4","6",
"2019","E01002287","Havering 023A","8","25","9","NULL","1","0","21","23","0","56","5","0.004254016","4","8","44"
"2019","E01002288","Havering 025D","2","22","3","2","NULL","2","15","15","1","70","3","0.002552409","3","4","31"
"2019","E01002289","Havering 022B","3","25","3","3","34",,"14","17","1","56","2","0.001701606","4","20",
"2019","E01002290","Havering 025E","3","30","7","5","3","0","16","31","0","68","11","0.009358835","4","10","48"
"2019","E01002291","Havering 023B","3","37","10","1","NULL","1","35","24","0","62","6","0.005104819","3","12","59"
"2019","E01002292","Havering 022C","3","29","10","1","NULL","1","17","30","0","53","5","0.004254016","4","14","47"
"2019","E01002293","Havering 007A","10","93","17","3","NULL","NULL","67","56","2","39","6","0.005104819","4","56","125"
"2019","E01002294","Havering 007B","2","53","9","3","NULL","1","15","55","1","64","3","0.002552409","4","9","72"
"2019","E01002295","Havering 010C","2","54","10","2","8","1","36","39","1","64","2","0.001701606","3","12","77"
"2019","E01002296","Havering 007C","1","35","23","3","2","0","34","26","4","68","3","0.002552409","3","15","64"
"2019","E01002297","Havering 004D","4","32","14","3","3","0","32","23","1","41","5","0.004254016","4","17","56"
"2019","E01002298","Havering 007D","4","26","13","2","NULL","0","16","27","2","63","1","0.000850803","4","12","45"
"2019","E01002299","Havering 002E","5","29","9","4","NULL","0","19","31","1","51","7","0.005955622","4","14","52"
"2019","E01002300","Havering 007E","7","34","10","5","NULL","3","27","34","0","66","2","0.001701606","4","15","61"
"2019","E01002301","Havering 003A","2","30","8","2","NULL","0","19","23","0","59","14","0.011911244","4","8","43"
"2019","E01002302","Havering 005A","5","48","5","NULL","59",,"27","31","1","51","3","0.002552409","4","18",
"2019","E01002303","Havering 003B","7","54","24","2","NULL","1","25","61","3","52","19","0.01616526","4","26","89"
"2019","E01002304","Havering 003C","12","66","28","6","3","6","62","53","6","58","3","0.002552409","4","12","121"
"2019","E01002305","Havering 005B","2","32","5","2","NULL","1","21","23","0","56","2","0.001701606","3","19","44"
"2019","E01002306","Havering 003D","3","30","12","5","NULL","0","18","32","0","52","7","0.005955622","4","19","51"
"2019","E01002307","Havering 003E","4","28","9","4","45",,"16","28","1","53","19","0.01616526","4","14",
"2019","E01002308","Havering 005C","6","44","15","2","NULL","1","23","49","2","60","6","0.005104819","4","6","76"
"2019","E01002309","Havering 006A","9","49","9","3","NULL","1","27","44","0","58","1","0.000850803","4","8","71"
"2019","E01002310","Havering 006B","12","63","20","NULL","3","0","48","53","0","56","1","0.000850803","4","36","101"
"2019","E01002311","Havering 006C","10","28","7","1","4","0","20","28","2","51","4","0.003403213","4","13","50"
"2019","E01002312","Havering 001C","9","34","13","1","NULL","0","25","33","3","59","4","0.003403213","4","13","61"
"2019","E01002313","Havering 001D","6","54","17","6","NULL","2","43","43","0","53","1","0.000850803","3","19","87"
"2019","E01002314","Havering 004E","9","55","18","1","1","2","44","41","1","47","1","0.000850803","4","19","86"
"2019","E01002315","Havering 006D","6","40","2","NULL","1","0","26","25","0","53","2","0.001701606","4","11","51"
"2019","E01002316","Havering 004F","6","49","18","4","7","1","40","45","0","48","6","0.005104819","4","28","85"
"2019","E01002317","Havering 014C","3","28","10","2","NULL","1","15","29","1","65","1","0.000850803","4","16","45"
"2019","E01002318","Havering 014D","1","25","2","1","NULL","1","11","19","1","56","1","0.000850803","4","13","31"
"2019","E01002319","Havering 016A","6","65","17","1","NULL","2","53","37","2","55","4","0.003403213","4","24","92"
"2019","E01002320","Havering 021A","2","14","9","NULL","26",,"13","13","0","47","6","0.005104819","4","10",
"2019","E01002321","Havering 021B","4","40","7","3","3","3","25","33","2","57","4","0.003403213","4","17","60"
"2019","E01002322","Havering 021C","6","22","3","1","NULL","0","14","18","2","49","2","0.001701606","4","15","34"
"2019","E01002323","Havering 021D","4","23","6","2","1","2","9","29","0","69","2","0.001701606","3","8","38"
"2019","E01002324","Havering 021E","4","37","10","2","4","0","23","31","2","63","5","0.004254016","4","10","57"
"2019","E01002325","Havering 011C","9","71","18","4","6","1","39","68","2","66","8","0.006806425","3","13","109"
"2019","E01002326","Havering 005D","11","48","10","3","4","2","27","48","3","60","3","0.002552409","4","23","78"
"2019","E01002327","Havering 009A","3","30","6","1","NULL","0","14","28","0","63","12","0.010209638","3","15","42"
"2019","E01002328","Havering 009B","5","30","9","NULL","49",,"20","27","1","53","59","0.050197386","3","12",
"2019","E01002329","Havering 011D","4","39","14","1","NULL","0","23","38","1","59","2","0.001701606","4","17","62"
"2019","E01002330","Havering 011E","10","42","20","3","NULL","1","37","39","1","58","7","0.005955622","4","18","78"
"2019","E01002331","Havering 005E","2","35","18","1","56",,"23","32","1","63","4","0.003403213","4","11",
"2019","E01002332","Havering 009C","5","36","3","5","4","2","24","31","0","64","5","0.004254016","3","12","55"
"2019","E01002333","Havering 008A","5","29","9","4","5","0","28","22","1","73","7","0.005955622","4","6","52"
"2019","E01002334","Havering 008B","4","37","9","5","NULL","0","27","29","0","68","3","0.002552409","4","23","56"
"2019","E01002335","Havering 009D","3","48","20","5","8","1","29","54","0","62","16","0.013612851","4","8","85"
"2019","E01002336","Havering 008C","3","23","8","3","NULL","2","19","22","0","60","1","0.000850803","3","20","41"
"2019","E01002337","Havering 012A","5","50","16","7","NULL","2","34","45","3","75","1","0.000850803","4","27","85"
"2019","E01002338","Havering 009E","2","26","6","1","2","0","19","16","2","54","22","0.018717669","4","11","37"
"2019","E01002339","Havering 008D","1","21","8","3","1","0","12","22","0","64","6","0.005104819","3","14","34"
"2019","E01002340","Havering 009F","5","31","8","2","NULL","NULL","23","22","1","49","7","0.005955622","4","8","50"
"2019","E01002341","Havering 008E","1","26","9","3","NULL","NULL","15","24","0","66","1","0.000850803","4","15","40"
"2019","E01002342","Havering 030A","5","46","10","3","6","0","38","32","0","55","1","0.000850803","3","14","70"
"2019","E01002343","Havering 029A","2","29","11","4","NULL","2","17","33","0","63","29","0.024673292","3","15","50"
"2019","E01002344","Havering 029B","4","46","15","2","11","1","41","33","5","53","6","0.005104819","4","83","79"
"2019","E01002345","Havering 030B","5","51","19","1","12","1","46","42","1","45","1","0.000850803","4","41","89"
"2019","E01002346","Havering 030C","4","36","6","3","2","0","26","25","0","45","1","0.000850803","4","15","51"
"2019","E01002347","Havering 030D","9","33","12","4","1","0","29","29","0","59","2","0.001701606","4","17","59"
"2019","E01002348","Havering 029C","2","27","9","1","NULL","2","12","25","4","61","2","0.001701606","4","17","41"
"2019","E01002349","Havering 029D","6","31","10","NULL","50",,"17","29","2","62","8","0.006806425","3","13",
"2019","E01002350","Havering 016B","10","52","22","3","9","3","33","65","1","54","5","0.004254016","4","28","99"
"2019","E01002351","Havering 016C","3","30","11","1","6","2","28","24","1","50","6","0.005104819","4","17","53"
"2019","E01002352","Havering 016D","6","35","15","2","4","1","24","37","2","51","13","0.011060441","4","20","63"
"2019","E01002353","Havering 013B","15","100","45","4","NULL","5","113","63","2","45","2","0.001701606","4","20","178"
"2019","E01002354","Havering 012B","3","23","9","1","NULL","1","19","19","1","66","2","0.001701606","3","9","39"
"2019","E01002355","Havering 014E","4","24","3","3","34",,"14","20","0","59","2","0.001701606","4","6",
"2019","E01002356","Havering 013C","31","136","42","3","15","0","112","106","9","40","2","0.001701606","4","33","227"
"2019","E01002358","Havering 016E","8","40","16","6","2","0","24","46","2","49","4","0.003403213","4","23","72"
"2019","E01002359","Havering 020A","3","27","3","3","6","2","14","30","0","76","3","0.002552409","3","13","44"
"2019","E01002360","Havering 020B","7","61","21","1","6","2","39","58","1","71","8","0.006806425","4","8","98"
"2019","E01002361","Havering 020C","16","64","27","1","3","1","45","64","3","53","4","0.003403213","4","39","112"
"2019","E01002362","Havering 022D","5","27","5","NULL","39",,"25","13","0","64","8","0.006806425","4","8",
"2019","E01002363","Havering 020D","10","30","9","5","4","4","30","30","1","64","4","0.003403213","4","17","62"
"2019","E01002364","Havering 023C","6","31","6","1","NULL","4","22","24","2","69","3","0.002552409","4","13","48"
"2019","E01002365","Havering 023D","3","21","12","2","3","0","17","24","0","59","5","0.004254016","3","6","41"
"2019","E01002366","Havering 023E","3","18","7","1","NULL","0","15","14","0","53","2","0.001701606","4","10","29"
"2019","E01002367","Havering 020E","5","41","10","8","1","0","28","35","1","57","5","0.004254016","4","22","65"
"2019","E01002368","Havering 028A","9","50","23","5","7","1","43","49","3","46","2","0.001701606","4","51","95"
"2019","E01002369","Havering 028B","2","56","14","3","4","1","30","49","0","57","6","0.005104819","4","27","80"
"2019","E01002370","Havering 028C","7","37","14","NULL","NULL","2","31","30","2","45","2","0.001701606","4","48","64"
"2019","E01002371","Havering 028D","5","50","10","6","5","1","32","45","0","57","15","0.012762047","4","18","77"
"2019","E01002372","Havering 027C","3","24","3","2","NULL","0","17","16","0","58","3","0.002552409","4","10","33"
"2019","E01002373","Havering 027D","3","38","11","2","NULL","1","23","34","0","48","3","0.002552409","4","7","58"
