"year","LS0A11CD","LS0A11NM","c1","c2","c3","c4","c5","c0","male","female","unknowsex","avgage","PNT_COUNT","PERCENTAGE","FREQUENCY","SUM_Field15","total_incidents"
"2019","E01000001","City of London 001A","8","33","16","2","7","0","37","29","0","49","","","","","66"
"2019","E01000002","City of London 001B","12","69","23","3","NULL","1","67","53","2","46","","","","","122"
"2019","E01000003","City of London 001C","9","27","8","1","6","6","27","26","1","67","","","","","57"
"2019","E01000005","City of London 001E","22","81","23","2","12","0","65","72","3","39","","","","","140"
"2019","E01000006","Barking and Dagenham 016A","8","23","10","NULL","1","0","20","24","1","34","7","0.005955622","3","11","48"
"2019","E01000007","Barking and Dagenham 015A","21","102","39","11","173",,"92","75","6","38","7","0.005955622","4","26",
"2019","E01000008","Barking and Dagenham 015B","4","24","14","2","NULL","0","35","17","0","40","3","0.002552409","3","35","53"
"2019","E01000009","Barking and Dagenham 016B","9","51","9","2","NULL","0","41","32","2","43","","","","","75"
"2019","E01000010","Barking and Dagenham 015C","25","121","37","NULL","17","0","121","76","3","38","12","0.010209638","4","73","200"
"2019","E01000011","Barking and Dagenham 016C","5","38","9","NULL","56",,"33","22","0","46","4","0.003403213","3","11",
"2019","E01000012","Barking and Dagenham 015D","14","54","13","NULL","87",,"40","46","1","27","4","0.003403213","3","14",
"2019","E01000013","Barking and Dagenham 013A","9","52","25","1","12","1","47","51","2","48","","","","","100"
"2019","E01000014","Barking and Dagenham 013B","8","38","12","4","62",,"26","35","0","42","6","0.005104819","4","15",
"2019","E01000015","Barking and Dagenham 009A","3","22","11","1","NULL","0","16","22","1","47","9","0.007657228","4","16","40"
"2019","E01000016","Barking and Dagenham 009B","12","35","11","NULL","1","0","19","39","2","44","4","0.003403213","4","15","62"
"2019","E01000017","Barking and Dagenham 009C","6","29","8","1","NULL","1","17","30","1","47","3","0.002552409","4","9","49"
"2019","E01000018","Barking and Dagenham 009D","5","44","7","4","60",,"35","24","1","41","2","0.001701606","4","13",
"2019","E01000019","Barking and Dagenham 023A","22","7","1","1","31",,"18","13","0","49","3","0.002552409","4","15",
"2019","E01000020","Barking and Dagenham 023B","7","43","15","3","NULL","1","33","39","2","49","1","0.000850803","4","10","75"
"2019","E01000021","Barking and Dagenham 008A","2","36","15","3","1","0","33","22","2","46","10","0.008508032","4","13","57"
"2019","E01000022","Barking and Dagenham 008B","2","20","4","3","1","0","12","18","0","49","7","0.005955622","4","12","30"
"2019","E01000023","Barking and Dagenham 008C","7","83","19","1","NULL","0","62","52","2","49","5","0.004254016","4","37","116"
"2019","E01000024","Barking and Dagenham 008D","4","26","3","4","37",,"20","17","0","48","1","0.000850803","3","11",
"2019","E01000025","Barking and Dagenham 008E","6","42","11","3","3","1","34","32","0","52","3","0.002552409","4","15","66"
"2019","E01000027","Barking and Dagenham 001A","1","38","9","2","6","0","25","28","2","51","1","0.000850803","4","24","56"
"2019","E01000028","Barking and Dagenham 001B","13","63","32","2","NULL","1","52","74","5","53","5","0.004254016","4","16","131"
"2019","E01000029","Barking and Dagenham 001C","7","42","11","5","3","1","25","44","0","71","2","0.001701606","4","16","69"
"2019","E01000030","Barking and Dagenham 001D","7","61","12","1","15","0","27","67","0","40","2","0.001701606","4","33","96"
"2019","E01000031","Barking and Dagenham 002A","3","47","27","NULL","4","3","27","48","9","56","2","0.001701606","4","23","84"
"2019","E01000032","Barking and Dagenham 002B","4","38","12","1","6","0","23","38","0","44","3","0.002552409","4","13","61"
"2019","E01000033","Barking and Dagenham 006A","1","45","9","NULL","1","0","27","35","0","47","1","0.000850803","3","7","62"
"2019","E01000034","Barking and Dagenham 003A","8","54","15","6","3","3","41","48","0","63","1","0.000850803","4","6","89"
"2019","E01000035","Barking and Dagenham 010A","10","61","16","5","7","3","55","46","1","57","8","0.006806425","4","26","102"
"2019","E01000036","Barking and Dagenham 010B","6","23","7","3","5","0","22","20","1","46","15","0.012762047","4","18","44"
"2019","E01000037","Barking and Dagenham 003B","2","30","9","2","4","0","36","11","0","48","24","0.020419276","4","9","47"
"2019","E01000038","Barking and Dagenham 003C","7","38","11","2","NULL","0","30","27","1","58","5","0.004254016","4","6","59"
"2019","E01000039","Barking and Dagenham 003D","4","33","7","3","NULL","2","27","26","1","62","2","0.001701606","4","7","54"
"2019","E01000040","Barking and Dagenham 019A","5","60","14","2","NULL","NULL","38","48","2","50","2","0.001701606","4","20","88"
"2019","E01000041","Barking and Dagenham 017A","6","29","6","3","1","0","17","27","1","54","2","0.001701606","4","13","45"
"2019","E01000042","Barking and Dagenham 017B","8","40","15","2","NULL","2","26","45","1","43","1","0.000850803","4","24","72"
"2019","E01000043","Barking and Dagenham 019B","8","38","8","1","NULL","0","24","33","1","50","1","0.000850803","4","13","58"
"2019","E01000044","Barking and Dagenham 016D","3","30","7","6","46",,"16","29","0","42","3","0.002552409","4","11",
"2019","E01000045","Barking and Dagenham 017C","11","32","11","NULL","1","0","31","22","2","39","2","0.001701606","4","31","56"
"2019","E01000046","Barking and Dagenham 017D","4","37","8","1","6","2","28","28","1","44","1","0.000850803","4","12","58"
"2019","E01000048","Barking and Dagenham 021B","1","13","3","2","NULL","0","15","4","0","36","7","0.005955622","4","10","19"
"2019","E01000049","Barking and Dagenham 021C","5","32","16","4","NULL","1","27","33","1","41","12","0.010209638","4","34","61"
"2019","E01000050","Barking and Dagenham 019C","7","42","21","3","9","1","42","40","1","51","3","0.002552409","4","10","83"
"2019","E01000051","Barking and Dagenham 021D","6","19","2","4","1","0","12","20","0","37","4","0.003403213","3","6","32"
"2019","E01000052","Barking and Dagenham 019D","11","53","16","7","1","0","43","44","1","42","1","0.000850803","4","33","88"
"2019","E01000053","Barking and Dagenham 020A","6","50","14","2","3","0","34","40","1","55","4","0.003403213","4","20","75"
"2019","E01000054","Barking and Dagenham 018A","5","36","13","2","NULL","1","23","39","0","39","9","0.007657228","4","16","63"
"2019","E01000055","Barking and Dagenham 018B","5","27","10","3","45",,"24","19","0","38","5","0.004254016","3","10",
"2019","E01000056","Barking and Dagenham 018C","14","50","9","7","5","1","45","40","1","48","2","0.001701606","4","46","86"
"2019","E01000057","Barking and Dagenham 012A","10","31","12","1","NULL","0","22","39","0","46","5","0.004254016","4","16","61"
"2019","E01000058","Barking and Dagenham 018D","7","43","4","1","13","1","32","36","1","44","2","0.001701606","4","12","69"
"2019","E01000059","Barking and Dagenham 013C","9","52","24","5","NULL","0","25","69","1","64","1","0.000850803","4","8","95"
"2019","E01000060","Barking and Dagenham 006B","11","53","15","1","11","0","48","41","2","43","1","0.000850803","4","17","91"
"2019","E01000061","Barking and Dagenham 006C","10","78","32","3","7","1","49","78","4","45","2","0.001701606","4","19","131"
"2019","E01000062","Barking and Dagenham 006D","2","48","10","2","NULL","0","32","35","0","49","3","0.002552409","4","18","68"
"2019","E01000063","Barking and Dagenham 004A","5","23","9","NULL","38",,"16","20","1","48","13","0.011060441","4","11",
"2019","E01000064","Barking and Dagenham 006E","6","87","27","14","20","1","61","93","1","57","3","0.002552409","4","14","155"
"2019","E01000065","Barking and Dagenham 007A","12","79","23","7","7","1","57","69","3","53","6","0.005104819","4","10","129"
"2019","E01000066","Barking and Dagenham 011A","4","36","7","2","NULL","0","19","34","0","54","10","0.008508032","4","20","54"
"2019","E01000067","Barking and Dagenham 011B","6","36","15","3","NULL","0","35","26","2","44","2","0.001701606","4","21","63"
"2019","E01000068","Barking and Dagenham 016E","1","26","7","NULL","NULL","0","14","26","0","44","3","0.002552409","4","17","40"
"2019","E01000069","Barking and Dagenham 011C","6","32","6","NULL","47",,"23","23","1","51","10","0.008508032","4","18",
"2019","E01000070","Barking and Dagenham 011D","5","42","15","1","4","0","29","35","3","52","2","0.001701606","4","27","67"
"2019","E01000071","Barking and Dagenham 011E","7","95","13","5","NULL","5","47","82","2","56","22","0.018717669","4","12","131"
"2019","E01000072","Barking and Dagenham 017E","17","49","23","NULL","NULL","2","50","44","3","47","7","0.005955622","4","31","97"
"2019","E01000073","Barking and Dagenham 012B","9","56","13","1","6","1","36","48","2","56","3","0.002552409","4","19","86"
"2019","E01000074","Barking and Dagenham 012C","4","32","6","NULL","43",,"21","21","1","46","24","0.020419276","4","21",
"2019","E01000075","Barking and Dagenham 012D","8","50","13","NULL","1","0","39","31","5","46","17","0.014463654","4","26","75"
"2019","E01000076","Barking and Dagenham 012E","4","44","6","NULL","1","0","32","26","0","53","13","0.011060441","4","15","58"
"2019","E01000077","Barking and Dagenham 008F","16","36","11","5","68",,"23","41","4","37","13","0.011060441","4","18",
"2019","E01000078","Barking and Dagenham 007B","9","47","9","2","NULL","1","32","37","0","51","6","0.005104819","4","9","70"
"2019","E01000079","Barking and Dagenham 009E","10","37","9","4","7","0","28","38","1","47","3","0.002552409","4","13","67"
"2019","E01000080","Barking and Dagenham 007C","13","35","9","3","NULL","0","28","37","0","45","5","0.004254016","4","10","65"
"2019","E01000081","Barking and Dagenham 007D","4","47","22","1","3","1","48","29","1","63","3","0.002552409","4","10","78"
"2019","E01000082","Barking and Dagenham 007E","5","40","21","1","NULL","0","33","37","2","46","1","0.000850803","4","20","72"
"2019","E01000083","Barking and Dagenham 007F","8","41","17","3","NULL","1","33","39","1","51","5","0.004254016","4","11","73"
"2019","E01000084","Barking and Dagenham 013D","3","29","11","1","NULL","0","24","23","0","53","1","0.000850803","4","12","47"
"2019","E01000085","Barking and Dagenham 013E","7","35","17","4","NULL","1","27","43","0","53","4","0.003403213","3","13","72"
"2019","E01000086","Barking and Dagenham 013F","8","30","12","2","52",,"21","30","1","40","2","0.001701606","4","7",
"2019","E01000087","Barking and Dagenham 020B","8","42","15","1","NULL","0","31","40","1","39","5","0.004254016","4","73","72"
"2019","E01000088","Barking and Dagenham 020C","5","52","13","4","NULL","1","37","39","4","48","1","0.000850803","4","17","80"
"2019","E01000089","Barking and Dagenham 020D","6","27","6","NULL","44",,"20","24","0","38","7","0.005955622","4","12",
"2019","E01000090","Barking and Dagenham 020E","5","37","17","2","9","0","33","36","1","41","5","0.004254016","4","21","70"
"2019","E01000091","Barking and Dagenham 022A","11","56","12","1","NULL","0","22","60","1","44","4","0.003403213","4","29","83"
"2019","E01000092","Barking and Dagenham 019E","18","91","40","3","18","0","80","88","2","36","1","0.000850803","4","118","170"
"2019","E01000093","Barking and Dagenham 022B","10","30","10","2","NULL","0","22","30","2","30","4","0.003403213","4","26","57"
"2019","E01000094","Barking and Dagenham 022C","6","30","10","4","50",,"17","32","1","33","1","0.000850803","4","44",
"2019","E01000095","Barking and Dagenham 018E","9","55","22","7","93",,"48","43","2","36","2","0.001701606","4","86",
"2019","E01000096","Barking and Dagenham 022D","6","42","12","7","67",,"26","39","1","33","3","0.002552409","4","53",
"2019","E01000097","Barking and Dagenham 023C","2","62","15","5","5","3","46","45","1","66","3","0.002552409","4","15","92"
"2019","E01000098","Barking and Dagenham 023D","6","56","7","6","2","0","41","36","0","50","4","0.003403213","4","7","77"
"2019","E01000099","Barking and Dagenham 023E","10","42","10","NULL","68",,"34","33","1","41","1","0.000850803","4","20",
"2019","E01000100","Barking and Dagenham 004B","2","32","9","2","5","0","15","35","0","47","4","0.003403213","4","9","50"
"2019","E01000101","Barking and Dagenham 004C","4","44","8","2","NULL","0","31","27","2","44","5","0.004254016","4","16","60"
"2019","E01000102","Barking and Dagenham 007G","4","40","17","2","NULL","1","28","40","0","53","3","0.002552409","4","12","68"
"2019","E01000103","Barking and Dagenham 014A","6","48","5","1","NULL","0","19","46","0","48","4","0.003403213","4","14","65"
"2019","E01000104","Barking and Dagenham 014B","3","32","12","4","5","0","29","26","1","51","3","0.002552409","4","22","56"
"2019","E01000105","Barking and Dagenham 014C","5","75","17","4","7","1","59","49","1","50","1","0.000850803","4","17","109"
"2019","E01000106","Barking and Dagenham 014D","10","79","25","3","8","1","59","64","3","46","1","0.000850803","4","28","126"
"2019","E01000107","Barking and Dagenham 010C","4","40","11","4","1","0","33","26","1","49","12","0.010209638","4","8","60"
"2019","E01000108","Barking and Dagenham 010D","6","42","4","3","9","1","27","35","1","49","7","0.005955622","4","15","65"
"2019","E01000109","Barking and Dagenham 004D","10","53","17","1","NULL","1","36","50","2","43","7","0.005955622","4","16","88"
"2019","E01000110","Barking and Dagenham 002C","4","33","7","2","NULL","0","19","30","0","52","3","0.002552409","4","12","49"
"2019","E01000111","Barking and Dagenham 002D","3","31","18","NULL","55",,"23","31","1","45","10","0.008508032","4","22",
"2019","E01000112","Barking and Dagenham 002E","7","46","17","2","8","0","38","40","2","52","4","0.003403213","4","37","80"
"2019","E01000113","Barking and Dagenham 002F","5","27","6","NULL","NULL","0","23","16","1","41","34","0.028927307","4","12","41"
"2019","E01000114","Barking and Dagenham 004E","5","34","10","NULL","54",,"24","30","0","40","2","0.001701606","4","30",
"2019","E01000115","Barnet 009A","1","12","3","2","NULL","2","6","12","2","62","3","0.002552409","3","21","21"
"2019","E01000116","Barnet 009B","9","23","7","NULL","NULL","0","21","18","2","52","3","0.002552409","4","14","41"
"2019","E01000117","Barnet 010A","NULL","34","12","5","NULL","1","26","29","1","60","2","0.001701606","4","28","57"
"2019","E01000118","Barnet 010B","4","31","16","1","7","2","29","31","1","52","1","0.000850803","3","31","61"
"2019","E01000119","Barnet 009C","3","46","4","1","5","2","31","27","3","59","4","0.003403213","4","20","61"
"2019","E01000120","Barnet 009D","3","14","9","NULL","NULL","2","9","18","2","55","3","0.002552409","4","17","31"
"2019","E01000121","Barnet 010C","5","32","10","3","3","2","22","32","1","70","2","0.001701606","4","19","55"
"2019","E01000122","Barnet 009E","1","17","4","1","NULL","0","11","15","0","54","4","0.003403213","3","32","26"
"2019","E01000123","Barnet 010D","6","29","14","6","NULL","1","26","32","1","55","4","0.003403213","4","26","59"
"2019","E01000124","Barnet 010E","1","35","8","NULL","1","0","20","27","0","51","5","0.004254016","4","37","47"
"2019","E01000125","Barnet 024A","27","218","31","12","14","24","146","165","15","49","3","0.002552409","4","52","326"
"2019","E01000126","Barnet 026A","7","54","8","1","5","NULL","42","32","0","46","1","0.000850803","4","30","75"
"2019","E01000127","Barnet 024B","3","34","5","2","NULL","0","11","35","2","40","1","0.000850803","3","12","48"
"2019","E01000128","Barnet 024C","5","23","9","1","NULL","1","18","22","0","46","1","0.000850803","4","17","40"
"2019","E01000129","Barnet 024D","6","76","18","5","3","1","52","53","4","56","11","0.009358835","4","23","109"
"2019","E01000130","Barnet 021A","6","26","2","6","4","0","17","26","1","43","2","0.001701606","4","21","44"
"2019","E01000131","Barnet 024E","2","23","10","2","9","6","24","25","1","55","2","0.001701606","3","24","52"
"2019","E01000132","Barnet 021B","3","21","4","5","33",,"17","14","2","41","2","0.001701606","4","9",
"2019","E01000133","Barnet 021C","6","39","17","2","NULL","5","27","44","0","52","4","0.003403213","4","17","71"
"2019","E01000134","Barnet 024F","5","33","12","4","54",,"21","33","0","45","1","0.000850803","4","13",
"2019","E01000135","Barnet 038A","3","30","12","5","4","3","21","32","3","71","8","0.006806425","3","18","57"
"2019","E01000136","Barnet 038B","3","13","11","3","NULL","3","19","12","3","65","4","0.003403213","4","17","35"
"2019","E01000137","Barnet 041A","3","24","10","2","1","1","22","19","0","55","1","0.000850803","4","24","41"
"2019","E01000138","Barnet 040A","7","23","17","NULL","51",,"21","29","1","58","2","0.001701606","4","20",
"2019","E01000139","Barnet 041B","2","32","9","NULL","3","0","24","19","4","36","2","0.001701606","3","19","47"
"2019","E01000140","Barnet 041C","3","25","6","1","NULL","0","17","24","0","49","2","0.001701606","4","17","42"
"2019","E01000141","Barnet 039A","16","82","30","2","11","1","78","59","5","42","1","0.000850803","4","109","142"
"2019","E01000142","Barnet 040B","5","47","9","8","3","0","45","25","0","57","6","0.005104819","4","35","72"
"2019","E01000143","Barnet 041D","10","54","16","NULL","1","0","52","33","0","55","10","0.008508032","4","15","85"
"2019","E01000144","Barnet 038C","2","30","16","NULL","NULL","0","25","26","2","41","6","0.005104819","4","24","53"
"2019","E01000145","Barnet 037A","2","30","6","NULL","38",,"14","22","2","61","4","0.003403213","3","19",
"2019","E01000146","Barnet 038D","7","46","15","NULL","NULL","0","29","42","0","50","14","0.011911244","4","21","71"
"2019","E01000147","Barnet 030A","1","24","2","2","6","2","25","12","0","62","1","0.000850803","4","18","37"
"2019","E01000148","Barnet 030B","12","71","22","7","17","1","77","52","1","54","1","0.000850803","4","31","130"
"2019","E01000150","Barnet 036A","4","45","15","3","4","2","24","47","2","50","1","0.000850803","4","99","73"
"2019","E01000151","Barnet 026B","3","43","13","2","5","2","34","34","0","41","12","0.010209638","4","14","68"
"2019","E01000152","Barnet 026C","2","32","13","4","51",,"26","24","1","33","2","0.001701606","4","14",
"2019","E01000153","Barnet 026D","6","31","19","1","2","3","25","34","2","52","32","0.027225701","4","22","62"
"2019","E01000154","Barnet 026E","7","37","14","1","NULL","1","32","36","0","44","6","0.005104819","4","10","68"
"2019","E01000155","Barnet 030D","19","58","24","2","9","0","43","64","4","37","5","0.004254016","4","32","112"
"2019","E01000156","Barnet 022A","4","31","15","NULL","2","0","23","28","3","45","3","0.002552409","4","26","54"
"2019","E01000157","Barnet 022B","6","22","9","NULL","40",,"12","27","0","41","2","0.001701606","3","27",
"2019","E01000158","Barnet 015A","3","23","13","1","4","0","22","21","1","47","1","0.000850803","4","40","44"
"2019","E01000159","Barnet 015B","9","22","6","NULL","2","0","18","23","0","57","16","0.013612851","4","28","41"
"2019","E01000160","Barnet 015C","5","25","11","2","NULL","1","16","28","3","35","7","0.005955622","4","52","47"
"2019","E01000161","Barnet 015D","5","30","18","2","NULL","4","26","35","1","67","5","0.004254016","4","47","63"
"2019","E01000162","Barnet 015E","8","53","19","3","4","4","33","54","3","66","2","0.001701606","4","28","91"
"2019","E01000163","Barnet 022C","7","26","6","1","4","0","22","22","0","51","5","0.004254016","3","37","44"
"2019","E01000164","Barnet 022D","8","45","11","1","NULL","2","33","35","4","45","2","0.001701606","4","74","72"
"2019","E01000165","Barnet 022E","1","21","8","NULL","31",,"12","19","0","54","1","0.000850803","4","37",
"2019","E01000166","Barnet 003A","4","27","8","1","NULL","0","20","22","0","45","6","0.005104819","4","21","42"
"2019","E01000167","Barnet 002A","8","32","7","NULL","NULL","0","35","13","0","51","1","0.000850803","4","8","49"
"2019","E01000168","Barnet 003B","2","23","7","1","4","0","15","21","0","64","4","0.003403213","4","17","37"
"2019","E01000169","Barnet 003C","2","23","3","NULL","NULL","0","12","16","1","47","1","0.000850803","3","25","29"
"2019","E01000170","Barnet 006A","25","5","1","NULL","NULL","0","17","15","0","50","7","0.005955622","3","24","33"
"2019","E01000171","Barnet 006B","10","41","14","5","1","0","33","38","0","49","2","0.001701606","4","46","71"
"2019","E01000172","Barnet 003D","3","20","13","1","NULL","2","19","21","1","57","2","0.001701606","4","17","41"
"2019","E01000173","Barnet 006C","2","22","8","2","1","1","19","16","0","60","12","0.010209638","4","30","36"
"2019","E01000174","Barnet 006D","7","38","20","3","NULL","0","42","35","1","60","5","0.004254016","4","20","78"
"2019","E01000175","Barnet 006E","1","23","9","4","2","0","22","16","1","58","2","0.001701606","4","25","39"
"2019","E01000176","Barnet 027A","7","53","19","8","4","2","63","28","2","63","9","0.007657228","4","18","93"
"2019","E01000177","Barnet 029A","2","24","6","1","NULL","2","15","21","1","59","3","0.002552409","3","26","37"
"2019","E01000178","Barnet 027B","6","19","7","3","4","2","17","24","0","60","9","0.007657228","3","22","41"
"2019","E01000179","Barnet 029B","1","14","7","1","NULL","0","16","10","0","48","1","0.000850803","3","36","26"
"2019","E01000180","Barnet 029C","4","51","15","4","NULL","2","30","43","4","60","4","0.003403213","4","10","77"
"2019","E01000181","Barnet 029D","1","22","7","1","NULL","1","22","12","1","56","5","0.004254016","4","29","35"
"2019","E01000182","Barnet 029E","7","32","6","7","9","2","31","30","1","60","4","0.003403213","4","20","63"
"2019","E01000183","Barnet 033A","13","46","15","2","NULL","4","22","65","1","71","2","0.001701606","4","19","88"
"2019","E01000184","Barnet 027C","6","28","15","3","NULL","1","32","22","2","46","9","0.007657228","4","28","56"
"2019","E01000185","Barnet 029F","4","20","16","1","NULL","1","17","32","2","59","1","0.000850803","4","19","53"
"2019","E01000186","Barnet 014A","1","11","4","NULL","NULL","0","7","8","1","60","6","0.005104819","4","9","17"
"2019","E01000187","Barnet 014B","31","13","2","7","NULL","0","23","29","1","64","2","0.001701606","4","9","53"
"2019","E01000188","Barnet 014C","6","28","8","NULL","42",,"19","21","2","46","4","0.003403213","4","22",
"2019","E01000189","Barnet 014D","5","27","15","6","NULL","1","20","36","0","38","4","0.003403213","3","15","56"
"2019","E01000190","Barnet 014E","1","27","8","2","NULL","0","15","22","2","54","17","0.014463654","4","26","39"
"2019","E01000191","Barnet 014F","2","22","10","NULL","2","0","11","25","0","56","4","0.003403213","4","19","36"
"2019","E01000192","Barnet 018A","4","55","16","2","NULL","1","34","45","1","56","6","0.005104819","4","38","80"
"2019","E01000193","Barnet 018B","9","54","15","9","4","2","31","59","2","56","5","0.004254016","4","55","93"
"2019","E01000194","Barnet 018C","4","47","11","NULL","NULL","3","37","33","0","49","3","0.002552409","4","30","71"
"2019","E01000195","Barnet 013A","2","36","7","2","NULL","2","23","29","1","50","5","0.004254016","4","30","53"
"2019","E01000196","Barnet 028A","6","44","15","2","7","1","31","40","2","51","10","0.008508032","4","32","75"
"2019","E01000197","Barnet 023A","3","38","20","NULL","6","2","45","24","0","49","1","0.000850803","4","29","70"
"2019","E01000198","Barnet 025A","2","21","8","4","3","1","22","16","0","57","13","0.011060441","4","17","39"
"2019","E01000199","Barnet 025B","3","24","6","1","NULL","0","14","21","0","63","5","0.004254016","4","10","35"
"2019","E01000200","Barnet 028B","10","20","12","NULL","4","1","22","24","1","52","1","0.000850803","4","21","47"
"2019","E01000201","Barnet 028C","3","19","3","1","NULL","0","12","14","1","61","3","0.002552409","3","18","27"
"2019","E01000202","Barnet 028D","8","36","6","1","NULL","0","21","30","1","63","2","0.001701606","4","33","53"
"2019","E01000203","Barnet 028E","4","32","10","2","3","0","30","20","1","52","1","0.000850803","4","27","51"
"2019","E01000204","Barnet 025C","3","18","12","1","NULL","1","17","20","0","54","5","0.004254016","4","24","37"
"2019","E01000205","Barnet 035A","22","5","NULL","29",,,"12","16","0","42","10","0.008508032","4","47",
"2019","E01000206","Barnet 033B","3","15","8","NULL","1","0","8","18","2","45","4","0.003403213","3","42","28"
"2019","E01000207","Barnet 033C","1","20","12","1","NULL","0","27","9","1","59","1","0.000850803","4","16","37"
"2019","E01000208","Barnet 033D","5","25","6","NULL","36",,"20","16","0","65","2","0.001701606","3","20",
"2019","E01000209","Barnet 035B","1","33","11","3","1","1","29","21","0","76","2","0.001701606","3","33","50"
"2019","E01000210","Barnet 033E","1","17","6","1","NULL","4","8","20","3","57","1","0.000850803","3","28","32"
"2019","E01000211","Barnet 035C","10","65","22","8","5","1","34","75","2","59","1","0.000850803","3","29","111"
"2019","E01000212","Barnet 035D","3","14","8","1","NULL","1","9","17","3","58","2","0.001701606","4","22","29"
"2019","E01000213","Barnet 033F","3","12","4","NULL","20",,"9","11","0","51","3","0.002552409","4","14",
"2019","E01000214","Barnet 038E","2","29","15","1","6","0","27","26","0","43","1","0.000850803","4","23","53"
"2019","E01000215","Barnet 037B","5","23","15","1","4","1","21","28","0","74","1","0.000850803","3","20","49"
"2019","E01000216","Barnet 035E","4","23","11","NULL","2","0","11","30","1","58","1","0.000850803","3","16","42"
"2019","E01000217","Barnet 035F","3","10","5","1","NULL","2","10","12","0","53","5","0.004254016","4","21","22"
"2019","E01000218","Barnet 037C","6","27","10","1","NULL","NULL","28","18","2","53","1","0.000850803","3","16","48"
"2019","E01000219","Barnet 037D","1","24","6","1","6","0","12","25","1","56","5","0.004254016","4","30","38"
"2019","E01000220","Barnet 037E","15","56","23","NULL","3","0","39","64","2","64","3","0.002552409","4","16","105"
"2019","E01000221","Barnet 039B","10","51","31","3","12","NULL","43","59","5","44","1","0.000850803","4","155","107"
"2019","E01000222","Barnet 040C","6","36","13","1","NULL","0","31","29","1","42","10","0.008508032","3","18","61"
"2019","E01000223","Barnet 039C","8","51","13","15","1","0","42","44","2","41","1","0.000850803","4","61","88"
"2019","E01000224","Barnet 040D","4","26","20","1","7","0","37","21","0","48","1","0.000850803","3","26","58"
"2019","E01000225","Barnet 037F","2","24","6","2","NULL","0","16","16","3","60","4","0.003403213","3","19","35"
"2019","E01000226","Barnet 018D","5","40","20","1","4","0","25","44","1","54","7","0.005955622","4","17","70"
"2019","E01000227","Barnet 018E","2","38","14","4","NULL","1","31","27","1","75","3","0.002552409","4","27","61"
"2019","E01000228","Barnet 007A","5","28","9","1","NULL","0","21","25","1","44","18","0.015314457","4","18","47"
"2019","E01000229","Barnet 013B","4","23","11","1","NULL","1","10","31","1","53","2","0.001701606","4","14","44"
"2019","E01000230","Barnet 013C","5","24","13","3","45",,"19","25","0","58","18","0.015314457","4","17",
"2019","E01000231","Barnet 013D","1","39","12","1","7","2","33","26","2","49","3","0.002552409","4","21","62"
"2019","E01000232","Barnet 013E","4","23","10","1","4","1","16","25","2","51","1","0.000850803","4","19","43"
"2019","E01000233","Barnet 013F","2","28","12","1","5","1","22","25","2","54","1","0.000850803","3","25","49"
"2019","E01000234","Barnet 021D","2","19","9","NULL","5","0","17","18","0","47","1","0.000850803","4","21","36"
"2019","E01000235","Barnet 021E","5","21","5","NULL","33",,"14","19","0","42","3","0.002552409","4","25",
"2019","E01000236","Barnet 034A","8","29","4","1","2","1","6","38","0","40","2","0.001701606","3","21","45"
"2019","E01000237","Barnet 032A","9","35","18","1","6","0","38","29","2","41","1","0.000850803","4","34","69"
"2019","E01000238","Barnet 034B","7","21","9","3","NULL","NULL","17","23","1","50","5","0.004254016","3","31","41"
"2019","E01000239","Barnet 031A","5","34","15","2","NULL","1","28","33","0","46","7","0.005955622","4","27","62"
"2019","E01000240","Barnet 031B","1","36","9","NULL","49",,"20","28","1","46","11","0.009358835","4","20",
"2019","E01000241","Barnet 031C","6","42","9","3","NULL","0","42","20","0","55","6","0.005104819","3","24","63"
"2019","E01000242","Barnet 032B","6","30","15","3","4","1","30","25","4","66","3","0.002552409","4","19","59"
"2019","E01000243","Barnet 032C","4","34","9","3","4","1","27","24","4","48","1","0.000850803","3","34","55"
"2019","E01000244","Barnet 032D","11","47","15","1","NULL","0","42","41","1","45","2","0.001701606","4","18","84"
"2019","E01000245","Barnet 032E","8","54","14","1","7","1","41","43","1","46","3","0.002552409","4","64","85"
"2019","E01000246","Barnet 002B","4","18","5","NULL","NULL","2","12","18","1","61","1","0.000850803","3","14","31"
"2019","E01000247","Barnet 002C","6","19","3","2","NULL","3","16","19","1","47","2","0.001701606","4","23","36"
"2019","E01000248","Barnet 001A","4","44","12","5","8","5","27","51","0","67","10","0.008508032","4","27","78"
"2019","E01000249","Barnet 001B","2","11","7","1","NULL","0","6","14","1","67","5","0.004254016","4","7","21"
"2019","E01000250","Barnet 001C","10","89","31","5","11","1","64","80","3","55","3","0.002552409","4","23","147"
"2019","E01000251","Barnet 002D","3","43","20","7","10","3","32","51","3","55","1","0.000850803","4","35","86"
"2019","E01000252","Barnet 002E","4","38","18","3","8","0","36","34","1","62","6","0.005104819","4","29","71"
"2019","E01000253","Barnet 007B","6","36","17","4","NULL","3","24","45","3","62","2","0.001701606","4","22","72"
"2019","E01000254","Barnet 001D","4","25","21","2","4","4","14","42","3","74","5","0.004254016","4","20","60"
"2019","E01000255","Barnet 017A","26","38","17","3","10","2","35","59","2","60","8","0.006806425","4","24","96"
"2019","E01000256","Barnet 016A","3","22","4","3","1","0","6","27","0","42","2","0.001701606","4","24","33"
"2019","E01000257","Barnet 017B","7","52","9","NULL","NULL","0","31","37","2","57","4","0.003403213","4","40","71"
